연번,주관대학명,학과(부),주관학과명,학년,교과목번호,분반,교과목명,교과목구분,학점,이론시간,실습시간,시간표,교수명,교양영역명,원어강의,팀티칭,원격강좌여부,수강제한인원,비고
2181,경제통상대학,,공공정책학부,2학년,PP3600196,089,공공조직론,전공필수,3,3,0,"월 10:30(75) 516-201, 수 10:30(75) 516-201",김경우,,영어,N,N,50,
2182,경제통상대학,,공공정책학부,2학년,PP3000343,089,공직적성론,전공선택,3,3,0,"화 15:00(75) 516-306, 목 15:00(75) 516-306",김경우,,,N,N,40,
2183,경제통상대학,,공공정책학부,2학년,PP3000349,089,헌법(II),전공선택,3,3,0,"월 13:30(75) 516-201, 수 13:30(75) 516-201",김종보,,,N,N,40,
2184,경제통상대학,,공공정책학부,2학년,PP3000350,089,행정법(I),전공선택,3,3,0,"화 16:30(75) 516-201, 목 16:30(75) 516-201",염윤호,,,N,N,50,
2185,경제통상대학,,공공정책학부,3학년,PP3500310,089,인사정책론,전공필수,3,3,0,금 13:30-16:30 516-201,문경주,,,N,N,50,
2186,경제통상대학,,공공정책학부,3학년,PP1200521,089,사회정책론,전공선택,3,3,0,"월 16:30(75) 516-202, 수 16:30(75) 516-202",염윤호,,,N,N,40,
2187,경제통상대학,,공공정책학부,3학년,PP3000362,089,지방재정론,전공선택,3,3,0,"화 09:00(75) 516-201, 목 09:00(75) 516-201",박경근,,,N,N,40,
2188,경제통상대학,,공공정책학부,4학년,PP2001561,089,산업융합정책론,전공선택,3,3,0,"화 10:30(75) 516-202, 목 10:30(75) 516-202",이준민,,,N,N,40,
2189,경제통상대학,,공공정책학부,4학년,PP3100878,089,다문화정책론,전공선택,3,3,0,"월 15:00(75) 516-202, 수 15:00(75) 516-202",정명주,,,N,N,40,
2190,경제통상대학,,공공정책학부,4학년,PP3600201,089,민법의이해,전공선택,3,3,0,"월 09:00(75) 516-201, 수 09:00(75) 516-201",서지민,,,N,N,40,
2191,경영대학,,경영학과,전학년,ZF1101040,001,합리적인간의비합리적선택,효원창의교양,3,3,0,"화 13:30(75) 514-213, 목 13:30(75) 514-213",고광수,융합과 창의,,N,N,40,
2192,경영대학,,경영학과,전학년,ZF1101244,001,창업경영BASICS,효원창의교양,3,3,0,"월 15:00(75) 514-213-1, 월 15:00(75) 514-216-1, 수 15:00(75) 514-213-1, 수 15:00(75) 514-216-1",신종국/지상현,융합과 창의,,Y,N,40,
2193,경영대학,,경영학과,1학년,DB1600346,001,경영학원론,전공기초,3,3,0,"화 10:30(75) 514-214, 목 10:30(75) 514-214",옥지수,,영어,N,N,0,
2194,경영대학,,경영학과,1학년,DB1600346,002,경영학원론,전공기초,3,3,0,"월 13:30(75) 514-313, 수 13:30(75) 514-313",김미정,,영어,N,N,0,
2195,경영대학,,경영학과,1학년,DB1600346,003,경영학원론,전공기초,3,3,0,"화 13:30(75) 514-214, 목 13:30(75) 514-214",강희경,,,N,N,0,
2196,경영대학,,경영학과,1학년,DB1600346,004,경영학원론,전공기초,3,3,0,"월 10:30(75) 514-108, 수 10:30(75) 514-108",김미희,,,N,N,0,
2197,경영대학,,경영학과,1학년,DB1600346,005,경영학원론,전공기초,3,3,0,"월 12:00(75) 514-108, 수 12:00(75) 514-108",김미희,,,N,N,45,
2198,경영대학,,경영학과,1학년,DB1600357,001,경제학원론,전공기초,3,3,0,"월 09:00(75) 514-313, 수 09:00(75) 514-313",전창완,,,N,N,0,
2199,경영대학,,경영학과,1학년,DB1600357,002,경제학원론,전공기초,3,3,0,"월 10:30(75) 514-313, 수 10:30(75) 514-313",김채린,,,N,N,0,
2200,경영대학,,경영학과,1학년,DB1600357,003,경제학원론,전공기초,3,3,0,"월 16:30(75) 514-313, 수 16:30(75) 514-313",최성희,,,N,N,0,
2201,경영대학,,경영학과,1학년,DB1600357,004,경제학원론,전공기초,3,3,0,"화 09:00(75) 514-313, 목 09:00(75) 514-313",송영조,,,N,N,0,
2202,경영대학,,경영학과,1학년,DB1600357,005,경제학원론,전공기초,3,3,0,"화 16:30(75) 514-313, 목 16:30(75) 514-313",송영조,,,N,N,0,
2203,경영대학,,경영학과,1학년,DB1600357,006,경제학원론,전공기초,3,3,0,금 12:00-15:00 514-213,문시진,,,N,N,45,
2204,경영대학,,경영학과,2학년,DB3000711,001,재무회계(I),전공필수,3,3,0,"화 09:00(75) 514-107, 목 09:00(75) 514-107",차정화,,,N,N,44,
2205,경영대학,,경영학과,2학년,DB3000711,002,재무회계(I),전공필수,3,3,0,"화 13:30(75) 514-107, 목 13:30(75) 514-107",차정화,,,N,N,44,
2206,경영대학,,경영학과,2학년,DB3000711,003,재무회계(I),전공필수,3,3,0,"화 10:30(75) 514-216-1, 목 10:30(75) 514-216-1",황유정,,,N,N,44,
2207,경영대학,,경영학과,2학년,DB3000711,004,재무회계(I),전공필수,3,3,0,"월 13:30(75) 514-213-1, 수 13:30(75) 514-213-1",김정애,,,N,N,44,
2208,경영대학,,경영학과,2학년,DB3000711,005,재무회계(I),전공필수,3,3,0,금 10:30-13:30 514-107,이윤정,,,N,N,44,
2209,경영대학,,경영학과,2학년,DB3000928,001,마케팅관리,전공필수,3,3,0,"월 10:30(75) 514-216-1, 수 10:30(75) 514-216-1",신종국,,,N,N,44,
2210,경영대학,,경영학과,2학년,DB3000928,002,마케팅관리,전공필수,3,3,0,"월 10:30(75) 514-313-1, 수 10:30(75) 514-313-1",김영희,,영어,N,N,44,
2211,경영대학,,경영학과,2학년,DB3000928,003,마케팅관리,전공필수,3,3,0,"월 15:00(75) 514-108, 수 15:00(75) 514-108",이서진,,영어,N,N,44,
2212,경영대학,,경영학과,2학년,DB3000928,004,마케팅관리,전공필수,3,3,0,"월 12:00(75) 514-216-1, 수 12:00(75) 514-216-1",문민경,,,N,N,44,
2213,경영대학,,경영학과,2학년,DB3000928,005,마케팅관리,전공필수,3,3,0,"월 13:30(75) 514-216-1, 수 13:30(75) 514-216-1",문민경,,,N,N,44,
2214,경영대학,,경영학과,2학년,DB3000928,006,마케팅관리,전공필수,3,3,0,"월 16:30(75) 514-216-1, 수 16:30(75) 514-216-1",문민경,,,N,N,44,
2215,경영대학,,경영학과,2학년,DB3400701,001,오퍼레이션스 매니지먼트,전공필수,3,3,0,"화 15:00(75) 514-311, 목 15:00(75) 514-311",곽춘종,,영어,N,N,44,
2216,경영대학,,경영학과,2학년,DB3400701,002,오퍼레이션스 매니지먼트,전공필수,3,3,0,"화 16:30(75) 514-311, 목 16:30(75) 514-311",곽춘종,,영어,N,N,44,
2217,경영대학,,경영학과,2학년,DB3400701,003,오퍼레이션스 매니지먼트,전공필수,3,3,0,"월 10:30(75) 514-213-1, 수 10:30(75) 514-213-1",송윤희,,,N,N,44,
2218,경영대학,,경영학과,2학년,DB3400701,004,오퍼레이션스 매니지먼트,전공필수,3,3,0,"월 12:00(75) 514-213-1, 수 12:00(75) 514-213-1",송윤희,,,N,N,44,
2219,경영대학,,경영학과,2학년,DB3400701,005,오퍼레이션스 매니지먼트,전공필수,3,3,0,,,,,N,N,0,
2220,경영대학,,경영학과,2학년,DB3400701,006,오퍼레이션스 매니지먼트,전공필수,3,3,0,,,,,N,N,0,
2221,경영대학,,경영학과,2학년,DB2001261,091,경영의세계사,전공선택,3,3,0,"화 15:00(75) 514-214, 목 15:00(75) 514-214",강희경,,,N,N,48,
2222,경영대학,,경영학과,2학년,DB3000789,091,기업윤리와 사회적책임,전공선택,3,3,0,"월 10:30(75) 514-214, 수 10:30(75) 514-214",전경주,,영어,N,N,48,
2223,경영대학,,경영학과,2학년,DB3000966,091,상법,전공선택,3,3,0,"월 15:00(75) 609-417, 수 15:00(75) 609-417",최영주,,,N,N,48,
2224,경영대학,,경영학과,2학년,DB3000966,092,상법,전공선택,3,3,0,"월 10:30(75) 609-317, 수 10:30(75) 609-317",이정표,,,N,N,48,
2225,경영대학,,경영학과,2학년,DB3000967,091,증권시장론,전공선택,3,3,0,"월 10:30(75) 514-216, 수 10:30(75) 514-216",강상훈,,,N,N,48,
2226,경영대학,,경영학과,2학년,DB3000967,092,증권시장론,전공선택,3,3,0,"월 12:00(75) 514-216, 수 12:00(75) 514-216",강상훈,,,N,N,48,
2227,경영대학,,경영학과,2학년,DB3000968,001,원가회계,전공선택,3,3,0,금 09:30-12:30 514-213-1,지상현,,영어,N,N,48,
2228,경영대학,,경영학과,2학년,DB3000968,002,원가회계,전공선택,3,3,0,금 09:00-12:00 514-313-1,최원주,,,N,N,48,
2229,경영대학,,경영학과,2학년,DB3000968,003,원가회계,전공선택,3,3,0,금 13:00-16:00 514-313-1,최원주,,,N,N,48,
2230,경영대학,,경영학과,2학년,DB3000968,004,원가회계,전공선택,3,3,0,"화 12:00(75) 514-216-1, 목 12:00(75) 514-216-1",황유정,,,N,N,48,
2231,경영대학,,경영학과,2학년,DB3000968,005,원가회계,전공선택,3,3,0,금 14:00-17:00 514-107,이윤정,,,N,N,48,
2232,경영대학,,경영학과,2학년,DB3000991,091,경영정보처리,전공선택,3,3,0,"화 12:00(75) 514-106, 목 12:00(75) 514-106",김진성,,,N,N,48,
2233,경영대학,,경영학과,2학년,DB3000991,092,경영정보처리,전공선택,3,3,0,"화 13:30(75) 514-106, 목 13:30(75) 514-106",김진성,,,N,N,48,
2234,경영대학,,경영학과,2학년,DB3100008,091,소비자행동론,전공선택,3,3,0,"월 15:00(75) 514-313-1, 수 15:00(75) 514-313-1",서문식,,영어,N,N,48,
2235,경영대학,,경영학과,2학년,DB3100008,092,소비자행동론,전공선택,3,3,0,"화 10:30(75) 514-107, 목 10:30(75) 514-107",허소람,,,N,N,48,
2236,경영대학,,경영학과,2학년,DB3500352,091,비즈니스애널리틱스,전공선택,3,3,0,월 13:30-16:30 514-106,,,,N,N,48,
2237,경영대학,,경영학과,2학년,DB3500969,091,국제경영전략,전공선택,3,3,0,"월 13:30(75) 514-108, 수 13:30(75) 514-108",안영훈,,영어,N,N,48,
2238,경영대학,,경영학과,2학년,DB3500969,092,국제경영전략,전공선택,3,3,0,"화 09:00(75) 514-214, 목 09:00(75) 514-214",김종영,,,N,N,48,
2239,경영대학,,경영학과,3학년,DB3000924,001,투자론,전공필수,3,3,0,"화 10:30(75) 514-213-1, 목 10:30(75) 514-213-1",옥기율,,,N,N,44,
2240,경영대학,,경영학과,3학년,DB3000924,002,투자론,전공필수,3,3,0,"화 13:30(75) 514-213-1, 목 13:30(75) 514-213-1",옥기율,,,N,N,44,
2241,경영대학,,경영학과,3학년,DB3000924,003,투자론,전공필수,3,3,0,"화 10:30(75) 514-213, 목 10:30(75) 514-213",고광수,,,N,N,44,
2242,경영대학,,경영학과,3학년,DB3000924,004,투자론,전공필수,3,3,0,"월 13:30(75) 514-213, 수 13:30(75) 514-213",엄철준,,,N,N,44,
2243,경영대학,,경영학과,3학년,DB3000924,005,투자론,전공필수,3,3,0,"월 09:00(75) 514-216, 수 09:00(75) 514-216",강상훈,,영어,N,N,44,
2244,경영대학,,경영학과,3학년,DB3000924,006,투자론,전공필수,3,3,0,"월 12:00(75) 514-213, 수 12:00(75) 514-213",박희진,,영어,N,N,44,
2245,경영대학,,경영학과,3학년,DB3000924,007,투자론,전공필수,3,3,0,"화 10:30(75) 514-313-1, 목 10:30(75) 514-313-1",김무성,,,N,N,44,
2246,경영대학,,경영학과,3학년,DB3000924,008,투자론,전공필수,3,3,0,"월 13:30(75) 514-313-1, 수 13:30(75) 514-313-1",이장우,,영어,N,N,44,
2247,경영대학,,경영학과,3학년,DB3100231,001,경영정보시스템,전공필수,3,3,0,"화 13:30(75) 514-313-1, 목 13:30(75) 514-313-1",옥석재,,,N,N,44,
2248,경영대학,,경영학과,3학년,DB3100231,002,경영정보시스템,전공필수,3,3,0,"화 15:00(75) 514-313-1, 목 15:00(75) 514-313-1",옥석재,,,N,N,44,
2249,경영대학,,경영학과,3학년,DB3100231,003,경영정보시스템,전공필수,3,3,0,"화 13:30(75) 514-216, 목 13:30(75) 514-216",MOU JIAN,,영어,N,N,44,
2250,경영대학,,경영학과,3학년,DB3100231,004,경영정보시스템,전공필수,3,3,0,"월 10:30(75) 514-107, 수 10:30(75) 514-107",김상희,,,N,N,44,
2251,경영대학,,경영학과,3학년,DB3100231,005,경영정보시스템,전공필수,3,3,0,"월 12:00(75) 514-107, 수 12:00(75) 514-107",김상희,,,N,N,44,
2252,경영대학,,경영학과,3학년,DB3100231,006,경영정보시스템,전공필수,3,3,0,"월 13:30(75) 514-216, 수 13:30(75) 514-216",노윤호,,,N,N,44,
2253,경영대학,,경영학과,3학년,DB3100231,007,경영정보시스템,전공필수,3,3,0,"월 15:00(75) 514-216, 수 15:00(75) 514-216",노윤호,,,N,N,44,
2254,경영대학,,경영학과,3학년,DB2002279,091,고객관계관리와인공지능,전공선택,3,3,0,"화 09:00(75) 514-313-1, 목 09:00(75) 514-313-1",홍태호,,,N,N,48,
2255,경영대학,,경영학과,3학년,DB2003065,091,빅테크기업과인공지능,전공선택,3,3,0,"화 13:30(75) 514-313, 목 13:30(75) 514-313",최수형,,,N,N,48,
2256,경영대학,,경영학과,3학년,DB3000708,091,다국적기업관리론,전공선택,3,3,0,"화 15:00(75) 514-108, 목 15:00(75) 514-108",이정아,,,N,N,48,
2257,경영대학,,경영학과,3학년,DB3000999,091,마케팅조사론,전공선택,3,3,0,금 09:00-12:00 514-106,송태호,,영어,N,N,48,
2258,경영대학,,경영학과,3학년,DB3100001,091,계량경영학,전공선택,3,3,0,"화 15:00(75) 514-216-1, 목 15:00(75) 514-216-1",이행주,,영어,N,N,48,
2259,경영대학,,경영학과,3학년,DB3100001,092,계량경영학,전공선택,3,3,0,"화 16:30(75) 514-216-1, 목 16:30(75) 514-216-1",이행주,,영어,N,N,48,
2260,경영대학,,경영학과,3학년,DB3100010,091,회계감사,전공선택,3,3,0,금 14:00-17:00 514-216,김동일,,,N,N,48,
2261,경영대학,,경영학과,3학년,DB3100011,091,세법,전공선택,3,3,0,"월 10:30(75) 514-311, 수 10:30(75) 514-311",김진섭,,,N,N,48,
2262,경영대학,,경영학과,3학년,DB3100011,092,세법,전공선택,3,3,0,,,,,N,N,0,
2263,경영대학,,경영학과,3학년,DB3100014,091,국제비교경영론,전공선택,3,3,0,"화 12:00(75) 514-313-1, 목 12:00(75) 514-313-1",홍가혜,,영어,N,N,48,
2264,경영대학,,경영학과,3학년,DB3100014,092,국제비교경영론,전공선택,3,3,0,"화 16:30(75) 514-216, 목 16:30(75) 514-216",최혜원,,,N,N,48,
2265,경영대학,,경영학과,3학년,DB3100035,091,금융기관경영론,전공선택,3,3,0,"월 13:30(75) 514-214, 수 13:30(75) 514-214",이글,,영어,N,N,48,
2266,경영대학,,경영학과,3학년,DB3100038,091,노사관계론,전공선택,3,3,0,"화 10:30(75) 514-216, 목 10:30(75) 514-216",김종관,,,N,N,48,
2267,경영대학,,경영학과,3학년,DB3400702,091,기술경영,전공선택,3,3,0,"화 13:30(75) 514-108, 목 13:30(75) 514-108",이철용,,영어,N,N,48,
2268,경영대학,,경영학과,3학년,DB3400862,091,국제아웃소싱전략,전공선택,3,3,0,"월 12:00(75) 514-313-1, 수 12:00(75) 514-313-1",이언승,,,N,N,48,
2269,경영대학,,경영학과,3학년,DB3500353,091,행동재무론,전공선택,3,3,0,"화 15:00(75) 514-213, 목 15:00(75) 514-213",고광수,,,N,N,48,
2270,경영대학,,경영학과,3학년,DB3500353,092,행동재무론,전공선택,3,3,0,금 10:30-13:30 514-216,김소명,,,N,N,48,
2271,경영대학,,경영학과,4학년,DB2001022,091,재무회계연습,전공선택,3,3,0,"월 15:00(75) 514-214, 수 15:00(75) 514-214",김정애,,,N,N,48,
2272,경영대학,,경영학과,4학년,DB2001260,091,금융데이터마이닝,전공선택,3,3,0,"화 10:30(75) 514-106, 목 10:30(75) 514-106",고지훈,,영어,N,N,24,
2273,경영대학,,경영학과,4학년,DB2001869,091,비즈니스모델링,전공선택,3,3,0,"화 16:30(75) 514-106, 목 16:30(75) 514-106",김명종,,,N,N,48,
2274,경영대학,,경영학과,4학년,DB3100006,091,옵션이론,전공선택,3,3,0,"화 15:00(75) 514-216, 목 15:00(75) 514-216",김진우,,영어,N,N,48,
2275,경영대학,,경영학과,4학년,DB3100009,091,리스크관리론,전공선택,3,3,0,"화 13:30(75) 514-216-1, 목 13:30(75) 514-216-1",남유상,,,N,N,48,
2276,경영대학,,경영학과,4학년,DB3600563,091,디지털회계및세무,전공선택,3,3,0,금 13:30-16:30 514-106,지상현,,,N,N,48,
2277,경영대학,,핀테크융합전공,3학년,FC1600724,091,금융최적화,전공필수,3,3,0,"화 09:00(75) 514-108, 목 09:00(75) 514-108",고지훈,,,N,N,50,
2278,경영대학,,핀테크융합전공,4학년,FC3500690,091,금융데이터마이닝,전공필수,3,3,0,"화 10:30(75) 514-106, 목 10:30(75) 514-106",고지훈,,영어,N,N,25,
2279,약학대학,약학부,약학전공(2+4년제),6학년,PM3000150,094,필수실무실습-제약회사/의약품행정,전공필수,3,0,12,토 09:00(50) 503-410,,,,Y,N,40,
2280,약학대학,약학부,약학전공(2+4년제),6학년,PM3300092,094,필수실무실습-병원약학,전공필수,4,0,16,토 10:00(50) 503-410,,,,N,N,40,
2281,약학대학,약학부,약학전공(2+4년제),6학년,PM3300093,094,필수실무실습-임상약학,전공필수,4,0,16,토 11:00(50) 503-410,,,,Y,N,40,
2282,약학대학,약학부,약학전공(2+4년제),6학년,PM3300094,094,필수실무실습-지역약국,전공필수,4,0,16,토 13:00(50) 503-410,,,,Y,N,40,
2283,약학대학,약학부,제약학전공(2+4년제),6학년,MP3000150,095,필수실무실습-제약회사/의약품행정,전공필수,3,0,12,토 14:00(50) 503-410,,,,Y,N,40,
2284,약학대학,약학부,제약학전공(2+4년제),6학년,MP3300092,095,필수실무실습-병원약학,전공필수,4,0,16,토 15:00(50) 503-410,,,,N,N,40,
2285,약학대학,약학부,제약학전공(2+4년제),6학년,MP3300093,095,필수실무실습-임상약학,전공필수,4,0,16,토 16:00(50) 503-410,,,,Y,N,40,
2286,약학대학,약학부,제약학전공(2+4년제),6학년,MP3300094,095,필수실무실습-지역약국,전공필수,4,0,16,토 17:00(50) 503-410,,,,Y,N,40,
2287,약학대학,,약학부(통합6년제),1학년,PM3600217,001,기초약화학(I),전공필수,2,2,0,월 10:00(100) 503-412,김영복,,,N,N,40,
2288,약학대학,,약학부(통합6년제),1학년,PM3600217,002,기초약화학(I),전공필수,2,2,0,월 13:00(100) 503-412,김영복,,,N,N,40,
2289,약학대학,,약학부(통합6년제),1학년,PM3600218,001,기초생명약학(I),전공필수,2,2,0,월 13:00(100) 503-410,김은수,,,N,N,40,
2290,약학대학,,약학부(통합6년제),1학년,PM3600218,002,기초생명약학(I),전공필수,2,2,0,월 10:00(100) 503-410,김은수,,,N,N,40,
2291,약학대학,,약학부(통합6년제),1학년,PM3600219,001,약학수학,전공필수,3,3,0,"화 09:00(75) 503-411, 목 09:00(75) 503-411",,,,N,N,40,
2292,약학대학,,약학부(통합6년제),1학년,PM3600219,002,약학수학,전공필수,3,3,0,"화 10:30(75) 503-411, 목 10:30(75) 503-411",,,,N,N,40,
2293,약학대학,,약학부(통합6년제),1학년,PM3600220,001,약학개론,전공필수,1,1,0,금 10:00(50) 503-311,배성진,,,N,N,40,
2294,약학대학,,약학부(통합6년제),1학년,PM3600220,002,약학개론,전공필수,1,1,0,금 09:00(50) 503-311,배성진,,,N,N,40,
2295,약학대학,,약학부(통합6년제),1학년,PM3600226,001,약학용어,전공필수,1,1,0,목 11:00(50) 503-410,이나경,,영어,N,N,40,
2296,약학대학,,약학부(통합6년제),1학년,PM3600226,002,약학용어,전공필수,1,1,0,목 09:00(50) 503-410,이나경,,영어,N,N,40,
2297,약학대학,약학부,약학전공(통합6년제),2학년,PM2002399,094,약학실습(II),전공필수,1,0,4,월 15:00-19:00 503-402,문형룡/이해승,,,Y,N,40,
